Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,Unnamed: 9
JFKKW,8i Enterprises Acquisition Corp,0.35,2012500.0,,2019.0,Finance,Business Services,https://www.nasdaq.com/symbol/jfkkw,
EGHT,8x8 Inc,25.47,2523997177.02,,,Technology,EDP Services,https://www.nasdaq.com/symbol/eght,
AAON,"AAON, Inc.",52.57,2739699270.77,,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/aaon,
ABEO,Abeona Therapeutics Inc.,3.7,181899573.9,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/abeo,
ABEOW,Abeona Therapeutics Inc.,0.45,0.0,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/abeow,
ABIL,Ability Inc.,0.85,6833201.85,,2014.0,Capital Goods,Telecommunications Equipment,https://www.nasdaq.com/symbol/abil,
ABMD,"ABIOMED, Inc.",275.94,12495444552.36,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/abmd,
AXAS,Abraxas Petroleum Corporation,0.9211,155084668.3991,,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/axas,
ACIU,AC Immune SA,5.52,372944078.16,,2016.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aciu,
ACIA,"Acacia Communications, Inc.",64.99,2664032710.75,,2016.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/acia,
ACTG,Acacia Research Corporation,2.78,139178701.18,,,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/actg,
ACHC,"Acadia Healthcare Company, Inc.",32.24,2859727494.0,,,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/achc,
ACAD,ACADIA Pharmaceuticals Inc.,23.01,3317257888.23,,1985.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/acad,
ACAM,Acamar Partners Acquisition Corp.,9.75,372417357.0,,2019.0,Finance,Business Services,https://www.nasdaq.com/symbol/acam,
ACAMU,Acamar Partners Acquisition Corp.,10.0,0.0,,2019.0,Finance,Business Services,https://www.nasdaq.com/symbol/acamu,
ACAMW,Acamar Partners Acquisition Corp.,0.75,0.0,,2019.0,Finance,Business Services,https://www.nasdaq.com/symbol/acamw,
ACST,"Acasti Pharma, Inc.",2.34,185238457.56,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/acst,
AXDX,"Accelerate Diagnostics, Inc.",19.35,1053798852.15,,,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/axdx,
XLRN,Acceleron Pharma Inc.,42.48,2238090235.2,,2013.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/xlrn,
ARAY,Accuray Incorporated,4.09,360018552.64,,2007.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/aray,
ACRX,"AcelRx Pharmaceuticals, Inc.",2.76,217803109.2,,2011.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/acrx,
ACER,Acer Therapeutics Inc.,2.92,29455099.96,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/acer,
ACHV,"Achieve Life Sciences, Inc. ",1.89,14790319.74,,,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/achv,
ACHN,"Achillion Pharmaceuticals, Inc.",3.6,499411173.6,,2006.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/achn,
ACIW,"ACI Worldwide, Inc.",33.58,3712711886.62,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/aciw,
ACRS,"Aclaris Therapeutics, Inc.",1.9,78417385.2,,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/acrs,
ACMR,"ACM Research, Inc.",18.25,293680022.0,,2017.0,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/acmr,
ACNB,ACNB Corporation,37.2,262248170.4,,,Finance,Major Banks,https://www.nasdaq.com/symbol/acnb,
ACOR,"Acorda Therapeutics, Inc.",6.82,328244363.04,,2006.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/acor,
ACTT,Act II Global Acquisition Corp.,9.81,367875000.0,,2019.0,Finance,Business Services,https://www.nasdaq.com/symbol/actt,
ACTTU,Act II Global Acquisition Corp.,10.2,0.0,,2019.0,Finance,Business Services,https://www.nasdaq.com/symbol/acttu,
ACTTW,Act II Global Acquisition Corp.,0.8,17400000.0,,2019.0,Finance,Business Services,https://www.nasdaq.com/symbol/acttw,
ATVI,"Activision Blizzard, Inc",46.86,35895074852.34,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/atvi,
ADMS,"Adamas Pharmaceuticals, Inc.",6.05,166575926.55,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/adms,
ADMP,Adamis Pharmaceuticals Corporation,1.23,58594874.07,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/admp,
ADAP,Adaptimmune Therapeutics plc,3.31,270569022.17,81742907.0,2015.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/adap,
ADPT,Adaptive Biotechnologies Corporation,40.38,4975794407.4,,2019.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/adpt,
ADUS,Addus HomeCare Corporation,78.78,1038525070.44,,2009.0,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/adus,
AEY,"ADDvantage Technologies Group, Inc.",1.81,18753938.52,,,Consumer Services,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/aey,
IOTS,Adesto Technologies Corporation,8.45,251134304.2,,2015.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/iots,
ADIL,"Adial Pharmaceuticals, Inc",1.99,20345161.01,,2018.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/adil,
ADILW,"Adial Pharmaceuticals, Inc",0.31,0.0,,2018.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/adilw,
ADMA,ADMA Biologics Inc,3.71,220069060.26,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/adma,
ADBE,Adobe Inc.,310.27,150617084685.74,,1986.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/adbe,
ADOM,"ADOMANI, Inc.",0.24,17486511.12,,2017.0,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/adom,
ADTN,"ADTRAN, Inc.",11.21,535940593.92,,1994.0,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/adtn,
ADRO,"Aduro Biotech, Inc.",1.32,105656399.64,,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/adro,
ADES,"Advanced Emissions Solutions, Inc.",12.99,242254368.03,,,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/ades,
AEIS,"Advanced Energy Industries, Inc.",60.55,2315176600.1,,1995.0,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/aeis,
AMD,"Advanced Micro Devices, Inc.",34.11,36893400661.53,,,Technology,Semiconductors,https://www.nasdaq.com/symbol/amd,
ADXS,"Advaxis, Inc.",0.77,6176027.55,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/adxs,
ADVM,"Adverum Biotechnologies, Inc.",14.62,932474784.3,,2014.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/advm,
DWMC,AdvisorShares Dorsey Wright Micro-Cap ETF,23.38,1169000.0,,,,,https://www.nasdaq.com/symbol/dwmc,
DWSH,AdvisorShares Dorsey Wright Short ETF,24.881999999999998,24259950.0,,,,,https://www.nasdaq.com/symbol/dwsh,
BKCH,AdvisorShares Sabretooth ETF,28.44,2844000.0,,,,,https://www.nasdaq.com/symbol/bkch,
ACT,AdvisorShares Vice ETF,25.29,13909500.0,,,,,https://www.nasdaq.com/symbol/act,
AEGN,Aegion Corp,18.94,593627518.2,,,Basic Industries,Water Supply,https://www.nasdaq.com/symbol/aegn,
AGLE,"Aeglea BioTherapeutics, Inc.",7.15,206265366.45,,2016.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/agle,
AEHR,Aehr Test Systems,1.49,33617445.56,,1997.0,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/aehr,
AMTX,"Aemetis, Inc",0.9964,20302085.4268,,,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/amtx,
AERI,"Aerie Pharmaceuticals, Inc.",22.97,1054732646.98,,2013.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/aeri,
AVAV,"AeroVironment, Inc.",55.05,1318037817.9,,2007.0,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/avav,
ARPO,"Aerpio Pharmaceuticals, Inc.",0.794,32226875.176,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arpo,
AEZS,AEterna Zentaris Inc.,2.42,39786639.2,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aezs,
AEMD,"Aethlon Medical, Inc.",0.314,5998520.98,,,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/aemd,
GNMX,"Aevi Genomic Medicine, Inc.",0.1825,11819955.965,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/gnmx,
AFMD,Affimed N.V.,2.92,182295909.52,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/afmd,
AFYA,Afya Limited,27.45,816721469.55,,2019.0,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/afya,
AGBA,AGBA Acquisition Limited,,0.0,,2019.0,Finance,Business Services,https://www.nasdaq.com/symbol/agba,
AGBAR,AGBA Acquisition Limited,0.2,0.0,,2019.0,Finance,Business Services,https://www.nasdaq.com/symbol/agbar,
AGBAU,AGBA Acquisition Limited,10.02,59869500.0,,2019.0,Finance,Business Services,https://www.nasdaq.com/symbol/agbau,
AGBAW,AGBA Acquisition Limited,,0.0,,2019.0,Finance,Business Services,https://www.nasdaq.com/symbol/agbaw,
AGEN,Agenus Inc.,2.4,322220553.6,,2000.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/agen,
AGRX,"Agile Therapeutics, Inc.",1.24,54241532.04,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/agrx,
AGYS,"Agilysys, Inc.",23.45,554576389.85,,,Technology,EDP Services,https://www.nasdaq.com/symbol/agys,
AGIO,"Agios Pharmaceuticals, Inc.",46.94,2755909971.02,,2013.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/agio,
AGMH,AGM Group Holdings Inc.,17.98,597224668.9,,2018.0,Technology,EDP Services,https://www.nasdaq.com/symbol/agmh,
AGNC,AGNC Investment Corp.,17.44,9355032325.76,,2008.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/agnc,
AGNCB,AGNC Investment Corp.,25.9,8973057149.7,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/agncb,
AGNCM,AGNC Investment Corp.,25.59,0.0,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/agncm,
AGNCN,AGNC Investment Corp.,26.14,339820.0,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/agncn,
AGFS,"AgroFresh Solutions, Inc.",1.55,79752511.15,,2014.0,Finance,Business Services,https://www.nasdaq.com/symbol/agfs,
AGFSW,"AgroFresh Solutions, Inc.",0.015,0.0,,2014.0,Finance,Business Services,https://www.nasdaq.com/symbol/agfsw,
ALRN,"Aileron Therapeutics, Inc.",0.4999,13354137.1383,,2017.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alrn,
AIMT,"Aimmune Therapeutics, Inc.",18.89,1180482097.15,,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aimt,
AIRT,"Air T, Inc.",17.35,52683222.95,,,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/airt,
AIRTP,"Air T, Inc.",2.4,0.0,,,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/airtp,
AIRTW,"Air T, Inc.",0.06,0.0,,,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/airtw,
ATSG,"Air Transport Services Group, Inc",24.43,1449846306.09,,,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/atsg,
AIRG,"Airgain, Inc.",13.11,131906553.42,,2016.0,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/airg,
ANTE,AirNet Technology Inc.,1.42,12830481.0,9035550.0,,Technology,Advertising,https://www.nasdaq.com/symbol/ante,
AKAM,"Akamai Technologies, Inc.",83.42,13688963314.58,,1999.0,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/akam,
AKTX,Akari Therapeutics Plc,2.02,31833418.36,15759118.0,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aktx,
AKCA,"Akcea Therapeutics, Inc.",22.11,2051153477.67,,2017.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/akca,
AKBA,"Akebia Therapeutics, Inc.",4.06,478522123.52,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/akba,
KERN,Akerna Corp.,13.67,101585187.5,,2018.0,Technology,EDP Services,https://www.nasdaq.com/symbol/kern,
KERNW,Akerna Corp.,2.22,0.0,,2018.0,Technology,EDP Services,https://www.nasdaq.com/symbol/kernw,
AKRO,"Akero Therapeutics, Inc.",22.86,618251488.92,,2019.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/akro,
AKER,Akers Biosciences Inc.,0.4172,5214043.7776,,2014.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/aker,
AKRX,"Akorn, Inc.",3.69,464387525.82,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/akrx,
AKTS,"Akoustis Technologies, Inc.",5.79,174027864.54,,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/akts,
ALRM,"Alarm.com Holdings, Inc.",51.63,2495423961.27,,2015.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/alrm,
ALSK,"Alaska Communications Systems Group, Inc.",1.92,103266462.72,,1999.0,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/alsk,
ALAC,Alberton Acquisition Corporation,10.11,148513372.5,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/alac,
ALACR,Alberton Acquisition Corporation,0.27,0.0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/alacr,
ALACU,Alberton Acquisition Corporation,10.45,0.0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/alacu,
ALACW,Alberton Acquisition Corporation,0.129,0.0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/alacw,
ALBO,"Albireo Pharma, Inc.",28.31,340832724.55,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/albo,
ABDC,Alcentra Capital Corp.,8.36,107639731.76,,,,,https://www.nasdaq.com/symbol/abdc,
ALDR,"Alder BioPharmaceuticals, Inc.",10.59,884305453.8,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aldr,
ALDX,"Aldeyra Therapeutics, Inc.",5.43,149273691.93,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aldx,
ALEC,"Alector, Inc.",19.88,1369171224.96,,2019.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/alec,
ALXN,"Alexion Pharmaceuticals, Inc.",120.97,27125975777.58,,1996.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alxn,
ALCO,"Alico, Inc.",31.0,231570961.0,,,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/alco,
ALGN,"Align Technology, Inc.",275.16,22014146082.72,,2001.0,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/algn,
ALIM,"Alimera Sciences, Inc.",0.865,61415428.175,,2010.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alim,
ALYA,Alithya Group inc.,2.93,142107645.79,,,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/alya,
ALJJ,"ALJ Regional Holdings, Inc.",1.72,65405468.2,,,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/aljj,
ALKS,Alkermes plc,22.89,3591543753.21,,1991.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alks,
ALLK,Allakos Inc.,33.36,1438609067.28,,2018.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/allk,
ABTX,"Allegiance Bancshares, Inc.",34.05,726677870.7,,2015.0,Finance,Major Banks,https://www.nasdaq.com/symbol/abtx,
ALGT,Allegiant Travel Company,148.77,2423011485.51,,2006.0,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/algt,
ALGR,Allegro Merger Corp.,10.1,192506000.0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/algr,
ALGRR,Allegro Merger Corp.,0.23,0.0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/algrr,
ALGRU,Allegro Merger Corp.,10.652999999999999,0.0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/algru,
ALGRW,Allegro Merger Corp.,0.28,0.0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/algrw,
ALNA,"Allena Pharmaceuticals, Inc.",4.3,89509075.2,,2017.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/alna,
ARLP,"Alliance Resource Partners, L.P.",17.39,2232722811.49,,1999.0,Energy,Coal Mining,https://www.nasdaq.com/symbol/arlp,
LNT,Alliant Energy Corporation,49.51,11753397189.59,,,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/lnt,
AHPI,"Allied Healthcare Products, Inc.",1.52,6100576.24,,1992.0,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/ahpi,
AMOT,"Allied Motion Technologies, Inc.",39.93,383610744.33,,,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/amot,
ALLO,"Allogene Therapeutics, Inc.",28.62,3478455338.4,,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/allo,
ALLT,Allot Ltd.,7.46,253915214.32,,2006.0,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/allt,
MDRX,"Allscripts Healthcare Solutions, Inc.",10.8,1797531750.0,,,Technology,EDP Services,https://www.nasdaq.com/symbol/mdrx,
ALNY,"Alnylam Pharmaceuticals, Inc.",76.48,8147932781.44,,2004.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alny,
AOSL,Alpha and Omega Semiconductor Limited,10.26,249233991.12,,2010.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/aosl,
GOOG,Alphabet Inc.,1137.81,789917555145.15,,2004.0,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/goog,
GOOGL,Alphabet Inc.,1139.73,791250503269.95,,,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/googl,
SMCP,AlphaMark Actively Managed Small Cap ETF,23.89,22695500.0,,,,,https://www.nasdaq.com/symbol/smcp,
ATEC,"Alphatec Holdings, Inc.",4.6,215544132.0,,2006.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atec,
ALPN,"Alpine Immune Sciences, Inc.",4.53,84127323.09,,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alpn,
AMR,"Alta Mesa Resources, Inc.",0.1428,54389531.3388,,2017.0,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/amr,
AMRWW,"Alta Mesa Resources, Inc.",0.006,0.0,,2017.0,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/amrww,
AABA,Altaba Inc.,71.09,36932063008.94,,,Technology,EDP Services,https://www.nasdaq.com/symbol/aaba,
ALTR,Altair Engineering Inc.,42.6,3033704812.8,,2017.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/altr,
ATHE,Alterity Therapeutics Limited,1.1189,7656820.6752,6843168.0,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/athe,
ALT,"Altimmune, Inc.",2.33,35737540.0,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alt,
ASPS,Altisource Portfolio Solutions S.A.,21.49,349829177.04,,,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/asps,
AIMC,Altra Industrial Motion Corp.,35.97,2319871913.04,,2006.0,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/aimc,
ALTM,Altus Midstream Company,3.65,1185991963.25,,2017.0,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/altm,
AMAG,"AMAG Pharmaceuticals, Inc.",8.7,293772369.3,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/amag,
AMAL,Amalgamated Bank,17.27,548695272.95,,2018.0,Consumer Non-Durables,Textiles,https://www.nasdaq.com/symbol/amal,
AMRN,Amarin Corporation plc,18.57,6082969700.4,327569720.0,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/amrn,
AMRK,"A-Mark Precious Metals, Inc.",12.09,85010230.5,,,Basic Industries,Other Specialty Stores,https://www.nasdaq.com/symbol/amrk,
AMZN,"Amazon.com, Inc.",2000.81,985062340738.56,,1997.0,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/amzn,
AMBC,"Ambac Financial Group, Inc.",18.0,819369738.0,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/ambc,
AMBCW,"Ambac Financial Group, Inc.",7.869,0.0,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/ambcw,
AMBA,"Ambarella, Inc.",50.07,1639269769.2,,2012.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/amba,
AMCX,AMC Networks Inc.,52.51,2983138888.72,,,Consumer Services,Television Services,https://www.nasdaq.com/symbol/amcx,
AMCI,AMCI Acquisition Corp.,9.98,275099658.08,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/amci,
AMCIU,AMCI Acquisition Corp.,10.24,0.0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/amciu,
AMCIW,AMCI Acquisition Corp.,0.3,0.0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/amciw,
DOX,Amdocs Limited,64.0,8776384000.0,,,Technology,EDP Services,https://www.nasdaq.com/symbol/dox,
AMED,Amedisys Inc,130.16,4170957415.68,,,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/amed,
AMTB,Amerant Bancorp Inc.,17.94,775090380.48,,,Finance,Major Banks,https://www.nasdaq.com/symbol/amtb,
AMTBB,Amerant Bancorp Inc.,13.66,590174726.72,,,Finance,Major Banks,https://www.nasdaq.com/symbol/amtbb,
UHAL,Amerco,381.7,7484292679.6,,,Consumer Services,Rental/Leasing Companies,https://www.nasdaq.com/symbol/uhal,
AMRH,"Ameri Holdings, Inc.",0.3239,16297899.1432,,,Technology,Semiconductors,https://www.nasdaq.com/symbol/amrh,
AMRHW,"Ameri Holdings, Inc.",0.09,0.0,,,Technology,Semiconductors,https://www.nasdaq.com/symbol/amrhw,
ATAX,"America First Multifamily Investors, L.P.",7.03,424796024.31,,,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/atax,
AMOV,"America Movil, S.A.B. de C.V.",14.5826,48134924039.6566,,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/amov,
AAL,"American Airlines Group, Inc.",34.59,15386846627.85,,,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/aal,
AETI,"American Electric Technologies, Inc.",0.8814,8277504.1596,,,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/aeti,
AFIN,"American Finance Trust, Inc.",11.74,1246917503.94,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/afin,
AFINP,"American Finance Trust, Inc.",25.61,30732000.0,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/afinp,
AMNB,"American National Bankshares, Inc.",35.84,399306163.2,,,Finance,Major Banks,https://www.nasdaq.com/symbol/amnb,
ANAT,American National Insurance Company,123.43,3318687096.0,,,Finance,Life Insurance,https://www.nasdaq.com/symbol/anat,
AOBC,American Outdoor Brands Corporation,9.47,518974400.21,,,Capital Goods,Ordnance And Accessories,https://www.nasdaq.com/symbol/aobc,
APEI,"American Public Education, Inc.",32.09,532249874.4,,2007.0,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/apei,
AREC,American Resources Corporation,3.15,73446020.55,,,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/arec,
AMRB,American River Bankshares,13.35,78600180.9,,,Finance,Major Banks,https://www.nasdaq.com/symbol/amrb,
AMSWA,"American Software, Inc.",13.38,419546076.42,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/amswa,
