Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,Unnamed: 9
ACIA,"Acacia Communications, Inc.",64.56,2646406398.0,,2016.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/acia,
ACTG,Acacia Research Corporation,2.8,140179986.8,,,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/actg,
ACHC,"Acadia Healthcare Company, Inc.",33.34,2957298841.5,,,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/achc,
ACAD,ACADIA Pharmaceuticals Inc.,26.72,3852113462.56,,1985.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/acad,
ACAM,Acamar Partners Acquisition Corp.,9.76,372799323.52,,2019.0,Finance,Business Services,https://www.nasdaq.com/symbol/acam,
ACAMU,Acamar Partners Acquisition Corp.,10.05,0.0,,2019.0,Finance,Business Services,https://www.nasdaq.com/symbol/acamu,
ACAMW,Acamar Partners Acquisition Corp.,0.72,0.0,,2019.0,Finance,Business Services,https://www.nasdaq.com/symbol/acamw,
ACST,"Acasti Pharma, Inc.",1.43,113085449.62,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/acst,
AXDX,"Accelerate Diagnostics, Inc.",19.37,1054888049.93,,,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/axdx,
ACCP,"Accelerated Pharma, Inc.",,0.0,,,,,https://www.nasdaq.com/symbol/accp,
XLRN,Acceleron Pharma Inc.,40.97,2158534767.8,,2013.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/xlrn,
ARAY,Accuray Incorporated,3.51,308964576.96,,2007.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/aray,
ACRX,"AcelRx Pharmaceuticals, Inc.",2.84,224116242.8,,2011.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/acrx,
ACER,Acer Therapeutics Inc.,3.3,33288297.9,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/acer,
ACHV,"Achieve Life Sciences, Inc. ",1.85,14477297.1,,,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/achv,
ACHN,"Achillion Pharmaceuticals, Inc.",2.47,342651555.22,,2006.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/achn,
ACIW,"ACI Worldwide, Inc.",34.65,3831014498.85,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/aciw,
ACRS,"Aclaris Therapeutics, Inc.",2.23,92037246.84,,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/acrs,
ACMR,"ACM Research, Inc.",16.52,265840765.12,,2017.0,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/acmr,
ACNB,ACNB Corporation,37.76,266195992.32,,,Finance,Major Banks,https://www.nasdaq.com/symbol/acnb,
ACOR,"Acorda Therapeutics, Inc.",6.56,315730648.32,,2006.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/acor,
ACTT,Act II Global Acquisition Corp.,9.8,294000000.0,,2019.0,Finance,Business Services,https://www.nasdaq.com/symbol/actt,
ACTTU,Act II Global Acquisition Corp.,10.12,0.0,,2019.0,Finance,Business Services,https://www.nasdaq.com/symbol/acttu,
ACTTW,Act II Global Acquisition Corp.,0.7,15225000.0,,2019.0,Finance,Business Services,https://www.nasdaq.com/symbol/acttw,
ATVI,"Activision Blizzard, Inc",47.66,36507880227.54,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/atvi,
ADMS,"Adamas Pharmaceuticals, Inc.",5.94,163547273.34,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/adms,
ADMP,Adamis Pharmaceuticals Corporation,1.46,69551639.14,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/admp,
ADAP,Adaptimmune Therapeutics plc,3.5,286100174.5,81742907.0,2015.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/adap,
ADPT,Adaptive Biotechnologies Corporation,38.14,4699772132.2,,2019.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/adpt,
ADUS,Addus HomeCare Corporation,76.16,1003986663.68,,2009.0,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/adus,
AEY,"ADDvantage Technologies Group, Inc.",1.6859,17468102.1828,,,Consumer Services,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/aey,
IOTS,Adesto Technologies Corporation,8.45,251134304.2,,2015.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/iots,
ADIL,"Adial Pharmaceuticals, Inc",1.98,20242924.02,,2018.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/adil,
ADILW,"Adial Pharmaceuticals, Inc",0.2,0.0,,2018.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/adilw,
ADMA,ADMA Biologics Inc,4.04,239643936.24,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/adma,
ADBE,Adobe Inc.,308.76,149884072155.12,,1986.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/adbe,
ADOM,"ADOMANI, Inc.",0.2665,19417313.3895,,2017.0,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/adom,
ADTN,"ADTRAN, Inc.",15.86,758253150.72,,1994.0,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/adtn,
ADRO,"Aduro Biotech, Inc.",1.52,121664945.04,,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/adro,
ADES,"Advanced Emissions Solutions, Inc.",12.91,240762424.27,,,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/ades,
AEIS,"Advanced Energy Industries, Inc.",53.85,2058996860.7,,1995.0,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/aeis,
AMD,"Advanced Micro Devices, Inc.",34.39,37196248863.97,,,Technology,Semiconductors,https://www.nasdaq.com/symbol/amd,
ADXS,"Advaxis, Inc.",1.57,12592679.55,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/adxs,
ADVM,"Adverum Biotechnologies, Inc.",15.46,986050626.9,,2014.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/advm,
DWMC,AdvisorShares Dorsey Wright Micro-Cap ETF,23.42,2342000.0,,,,,https://www.nasdaq.com/symbol/dwmc,
DWSH,AdvisorShares Dorsey Wright Short ETF,25.1445,24515887.5,,,,,https://www.nasdaq.com/symbol/dwsh,
BKCH,AdvisorShares Sabretooth ETF,28.53,2853000.0,,,,,https://www.nasdaq.com/symbol/bkch,
ACT,AdvisorShares Vice ETF,25.2987,13914285.0,,,,,https://www.nasdaq.com/symbol/act,
AEGN,Aegion Corp,18.0,564165540.0,,,Basic Industries,Water Supply,https://www.nasdaq.com/symbol/aegn,
AGLE,"Aeglea BioTherapeutics, Inc.",6.78,195591494.34,,2016.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/agle,
AEHR,Aehr Test Systems,1.45,32714963.8,,1997.0,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/aehr,
AMTX,"Aemetis, Inc",0.96,19560419.52,,,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/amtx,
AERI,"Aerie Pharmaceuticals, Inc.",25.25,1159425308.5,,2013.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/aeri,
AVAV,"AeroVironment, Inc.",55.39,1326178287.62,,2007.0,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/avav,
ARPO,"Aerpio Pharmaceuticals, Inc.",0.8464,34353686.5856,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arpo,
AEZS,AEterna Zentaris Inc.,2.68,44061236.8,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aezs,
AEMD,"Aethlon Medical, Inc.",0.3159,6034817.762999999,,,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/aemd,
GNMX,"Aevi Genomic Medicine, Inc.",0.19899999999999998,12888609.518,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/gnmx,
AFMD,Affimed N.V.,3.15,196654833.9,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/afmd,
AGBA,AGBA Acquisition Limited,,0.0,,,,,https://www.nasdaq.com/symbol/agba,
AGBAR,AGBA Acquisition Limited,,0.0,,,,,https://www.nasdaq.com/symbol/agbar,
AGBAU,AGBA Acquisition Limited,10.05,60048750.0,,2019.0,Finance,Business Services,https://www.nasdaq.com/symbol/agbau,
AGBAW,AGBA Acquisition Limited,,0.0,,,,,https://www.nasdaq.com/symbol/agbaw,
AGEN,Agenus Inc.,2.54,341016752.56,,2000.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/agen,
AGRX,"Agile Therapeutics, Inc.",1.34,58615849.14,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/agrx,
AGYS,"Agilysys, Inc.",23.0,543934199.0,,,Technology,EDP Services,https://www.nasdaq.com/symbol/agys,
AGIO,"Agios Pharmaceuticals, Inc.",46.17,2710702244.61,,2013.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/agio,
AGMH,AGM Group Holdings Inc.,17.65,586263370.75,,2018.0,Technology,EDP Services,https://www.nasdaq.com/symbol/agmh,
AGNC,AGNC Investment Corp.,17.34,9301391085.36,,2008.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/agnc,
AGNCB,AGNC Investment Corp.,25.62,8876051126.46,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/agncb,
AGNCM,AGNC Investment Corp.,25.455,0.0,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/agncm,
AGNCN,AGNC Investment Corp.,25.99,337870.0,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/agncn,
AGFS,"AgroFresh Solutions, Inc.",1.58,81296108.14,,2014.0,Finance,Business Services,https://www.nasdaq.com/symbol/agfs,
AGFSW,"AgroFresh Solutions, Inc.",0.0112,0.0,,2014.0,Finance,Business Services,https://www.nasdaq.com/symbol/agfsw,
ALRN,"Aileron Therapeutics, Inc.",0.6,16028170.2,,2017.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alrn,
AIMT,"Aimmune Therapeutics, Inc.",18.99,1186731340.65,,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aimt,
AIRT,"Air T, Inc.",18.0,54611190.0,,,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/airt,
AIRTP,"Air T, Inc.",2.42,0.0,,,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/airtp,
AIRTW,"Air T, Inc.",0.0731,0.0,,,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/airtw,
ATSG,"Air Transport Services Group, Inc",23.7,1406523023.1,,,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/atsg,
AIRG,"Airgain, Inc.",14.43,145187762.46,,2016.0,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/airg,
ANTE,AirNet Technology Inc.,1.64,14818302.0,9035550.0,,Technology,Advertising,https://www.nasdaq.com/symbol/ante,
AKAM,"Akamai Technologies, Inc.",83.47,13697168159.53,,1999.0,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/akam,
AKTX,Akari Therapeutics Plc,1.87,29469550.66,15759118.0,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aktx,
AKCA,"Akcea Therapeutics, Inc.",23.48,2178248921.56,,2017.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/akca,
AKBA,"Akebia Therapeutics, Inc.",4.27,503273267.84,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/akba,
KERN,Akerna Corp.,13.46,100024625.0,,2018.0,Technology,EDP Services,https://www.nasdaq.com/symbol/kern,
KERNW,Akerna Corp.,1.78,0.0,,2018.0,Technology,EDP Services,https://www.nasdaq.com/symbol/kernw,
AKRO,"Akero Therapeutics, Inc.",20.75,561186281.5,,2019.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/akro,
AKER,Akers Biosciences Inc.,0.4745,5930162.446,,2014.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/aker,
AKRX,"Akorn, Inc.",4.34,546190206.52,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/akrx,
AKTS,"Akoustis Technologies, Inc.",5.69,171022201.94,,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/akts,
ALRM,"Alarm.com Holdings, Inc.",50.79,2454824384.91,,2015.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/alrm,
ALSK,"Alaska Communications Systems Group, Inc.",1.82,97888001.12,,1999.0,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/alsk,
ALAC,Alberton Acquisition Corporation,10.1243,148723435.925,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/alac,
ALACR,Alberton Acquisition Corporation,0.25,0.0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/alacr,
ALACU,Alberton Acquisition Corporation,10.45,0.0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/alacu,
ALACW,Alberton Acquisition Corporation,0.14,0.0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/alacw,
ALBO,"Albireo Pharma, Inc.",28.84,347213556.2,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/albo,
ABDC,Alcentra Capital Corp.,8.325,107189086.95,,,,,https://www.nasdaq.com/symbol/abdc,
ALDR,"Alder BioPharmaceuticals, Inc.",11.38,950273471.6,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aldr,
ALDX,"Aldeyra Therapeutics, Inc.",5.68,156146329.68,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aldx,
ALEC,"Alector, Inc.",19.0,1308564048.0,,2019.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/alec,
ALXN,"Alexion Pharmaceuticals, Inc.",123.04,27590146810.56,,1996.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alxn,
ALCO,"Alico, Inc.",32.26,240983200.06,,,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/alco,
ALIT,Alight Inc.,,0.0,,,,,https://www.nasdaq.com/symbol/alit,
ALGN,"Align Technology, Inc.",284.3,22745390795.6,,2001.0,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/algn,
ALIM,"Alimera Sciences, Inc.",0.87,61770430.65,,2010.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alim,
ALYA,Alithya Group inc.,2.98,144532690.94,,,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/alya,
ALJJ,"ALJ Regional Holdings, Inc.",1.6527,62846289.1245,,,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/aljj,
ALKS,Alkermes plc,23.34,3662150773.26,,1991.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alks,
ALLK,Allakos Inc.,35.96,1550730877.08,,2018.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/allk,
ABTX,"Allegiance Bancshares, Inc.",33.39,712592484.66,,2015.0,Finance,Major Banks,https://www.nasdaq.com/symbol/abtx,
ALGT,Allegiant Travel Company,148.23,2414216525.49,,2006.0,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/algt,
ALGR,Allegro Merger Corp.,10.08,192124800.0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/algr,
ALGRR,Allegro Merger Corp.,0.2389,0.0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/algrr,
ALGRU,Allegro Merger Corp.,10.69,0.0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/algru,
ALGRW,Allegro Merger Corp.,0.27,0.0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/algrw,
ALNA,"Allena Pharmaceuticals, Inc.",4.97,103455838.08,,2017.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/alna,
ARLP,"Alliance Resource Partners, L.P.",17.52,2249413666.32,,1999.0,Energy,Coal Mining,https://www.nasdaq.com/symbol/arlp,
LNT,Alliant Energy Corporation,50.0,11869720450.0,,,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/lnt,
AHPI,"Allied Healthcare Products, Inc.",1.84,7384908.08,,1992.0,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/ahpi,
AMOT,"Allied Motion Technologies, Inc.",37.89,364012299.09,,,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/amot,
ALLO,"Allogene Therapeutics, Inc.",27.05,3287638606.0,,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/allo,
ALLT,Allot Ltd.,7.95,270593291.4,,2006.0,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/allt,
MDRX,"Allscripts Healthcare Solutions, Inc.",11.44,1904052150.0,,,Technology,EDP Services,https://www.nasdaq.com/symbol/mdrx,
ALNY,"Alnylam Pharmaceuticals, Inc.",72.79,7754812070.62,,2004.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alny,
AOSL,Alpha and Omega Semiconductor Limited,9.18,222998834.16,,2010.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/aosl,
GOOG,Alphabet Inc.,1150.34,798616430147.1,,2004.0,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/goog,
GOOGL,Alphabet Inc.,1150.51,798734451595.65,,,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/googl,
SMCP,AlphaMark Actively Managed Small Cap ETF,23.63,22448523.63,,,,,https://www.nasdaq.com/symbol/smcp,
ATEC,"Alphatec Holdings, Inc.",4.44,208046944.8,,2006.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atec,
ALPN,"Alpine Immune Sciences, Inc.",4.21,78184554.13,,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alpn,
AMR,"Alta Mesa Resources, Inc.",0.1758,66958540.6818,,2017.0,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/amr,
AMRWW,"Alta Mesa Resources, Inc.",0.0068,0.0,,2017.0,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/amrww,
AABA,Altaba Inc.,70.27,36506063688.82,,,Technology,EDP Services,https://www.nasdaq.com/symbol/aaba,
ALTR,Altair Engineering Inc.,41.61,2963203222.08,,2017.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/altr,
ATHE,Alterity Therapeutics Limited,1.206,8252860.607999999,6843168.0,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/athe,
ALT,"Altimmune, Inc.",2.47,33223352.5,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alt,
ASPS,Altisource Portfolio Solutions S.A.,21.04,342503763.84,,,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/asps,
AIMC,Altra Industrial Motion Corp.,33.06,2132192533.92,,2006.0,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/aimc,
ALTM,Altus Midstream Company,3.81,1237980652.05,,2017.0,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/altm,
AMAG,"AMAG Pharmaceuticals, Inc.",9.23,311668846.97,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/amag,
AMAL,Amalgamated Bank,17.34,550919283.9,,2018.0,Consumer Non-Durables,Textiles,https://www.nasdaq.com/symbol/amal,
AMRN,Amarin Corporation plc,21.87,7163949776.4,327569720.0,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/amrn,
AMRK,"A-Mark Precious Metals, Inc.",12.05,84728972.5,,,Basic Industries,Other Specialty Stores,https://www.nasdaq.com/symbol/amrk,
AMZN,"Amazon.com, Inc.",2020.99,994997595978.24,,1997.0,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/amzn,
AMBC,"Ambac Financial Group, Inc.",17.43,793423029.63,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/ambc,
AMBCW,"Ambac Financial Group, Inc.",8.01,0.0,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/ambcw,
AMBA,"Ambarella, Inc.",46.28,1515186836.8,,2012.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/amba,
AMCX,AMC Networks Inc.,56.18,3191634788.96,,,Consumer Services,Television Services,https://www.nasdaq.com/symbol/amcx,
AMCI,AMCI Acquisition Corp.,9.94,273997054.24,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/amci,
AMCIU,AMCI Acquisition Corp.,10.25,0.0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/amciu,
AMCIW,AMCI Acquisition Corp.,0.34,0.0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/amciw,
DOX,Amdocs Limited,63.62,8724274220.0,,,Technology,EDP Services,https://www.nasdaq.com/symbol/dox,
AMED,Amedisys Inc,124.1,3976765636.8,,,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/amed,
AMTB,Amerant Bancorp Inc.,18.03,778978793.76,,,Finance,Major Banks,https://www.nasdaq.com/symbol/amtb,
AMTBB,Amerant Bancorp Inc.,15.24,658437982.08,,,Finance,Major Banks,https://www.nasdaq.com/symbol/amtbb,
UHAL,Amerco,380.24,7455665309.12,,,Consumer Services,Rental/Leasing Companies,https://www.nasdaq.com/symbol/uhal,
AMRH,"Ameri Holdings, Inc.",0.3587,18048954.6856,,,Technology,Semiconductors,https://www.nasdaq.com/symbol/amrh,
AMRHW,"Ameri Holdings, Inc.",0.09,0.0,,,Technology,Semiconductors,https://www.nasdaq.com/symbol/amrhw,
ATAX,"America First Multifamily Investors, L.P.",7.06,426608809.62,,,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/atax,
AMOV,"America Movil, S.A.B. de C.V.",14.79,48820198329.78,,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/amov,
AAL,"American Airlines Group, Inc.",33.61,14950908215.15,,,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/aal,
AETI,"American Electric Technologies, Inc.",1.38,12960013.32,,,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/aeti,
AFIN,"American Finance Trust, Inc.",11.29,1199122539.99,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/afin,
AFINP,"American Finance Trust, Inc.",25.4085,30490200.0,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/afinp,
AMNB,"American National Bankshares, Inc.",36.33,405736927.68,,,Finance,Major Banks,https://www.nasdaq.com/symbol/amnb,
ANAT,American National Insurance Company,121.44,3265181568.0,,,Finance,Life Insurance,https://www.nasdaq.com/symbol/anat,
AOBC,American Outdoor Brands Corporation,9.32,510754108.76,,,Capital Goods,Ordnance And Accessories,https://www.nasdaq.com/symbol/aobc,
APEI,"American Public Education, Inc.",31.2,517488192.0,,2007.0,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/apei,
AREC,American Resources Corporation,3.61,84171471.17,,,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/arec,
AMRB,American River Bankshares,12.36,72771403.44,,,Finance,Major Banks,https://www.nasdaq.com/symbol/amrb,
AMSWA,"American Software, Inc.",13.34,415205125.48,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/amswa,
