Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,Unnamed: 9
ACTG,Acacia Research Corporation,2.82,141181272.42,,,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/actg,
ACHC,"Acadia Healthcare Company, Inc.",34.17,3030920858.25,,,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/achc,
ACAD,ACADIA Pharmaceuticals Inc.,26.73,3853555121.79,,1985.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/acad,
ACAM,Acamar Partners Acquisition Corp.,9.75,372417357.0,,2019.0,Finance,Business Services,https://www.nasdaq.com/symbol/acam,
ACAMU,Acamar Partners Acquisition Corp.,9.98,0.0,,2019.0,Finance,Business Services,https://www.nasdaq.com/symbol/acamu,
ACAMW,Acamar Partners Acquisition Corp.,0.72,0.0,,2019.0,Finance,Business Services,https://www.nasdaq.com/symbol/acamw,
ACST,"Acasti Pharma, Inc.",1.46,115387791.64,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/acst,
AXDX,"Accelerate Diagnostics, Inc.",21.7,1181779591.3,,,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/axdx,
ACCP,"Accelerated Pharma, Inc.",,0.0,,,,,https://www.nasdaq.com/symbol/accp,
XLRN,Acceleron Pharma Inc.,40.71,2144836475.4,,2013.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/xlrn,
ARAY,Accuray Incorporated,3.68,323928673.28,,2007.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/aray,
ACRX,"AcelRx Pharmaceuticals, Inc.",2.45,193339716.5,,2011.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/acrx,
ACER,Acer Therapeutics Inc.,3.52,35507517.76,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/acer,
ACHV,"Achieve Life Sciences, Inc. ",1.89,14790319.74,,,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/achv,
ACHN,"Achillion Pharmaceuticals, Inc.",2.61,362073100.86,,2006.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/achn,
ACIW,"ACI Worldwide, Inc.",33.81,3738141420.09,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/aciw,
ACRS,"Aclaris Therapeutics, Inc.",2.15,88735462.2,,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/acrs,
ACMR,"ACM Research, Inc.",16.88,271633905.28,,2017.0,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/acmr,
ACNB,ACNB Corporation,38.05,268240400.1,,,Finance,Major Banks,https://www.nasdaq.com/symbol/acnb,
ACOR,"Acorda Therapeutics, Inc.",7.08,340758077.76,,2006.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/acor,
ACTT,Act II Global Acquisition Corp.,9.8,294000000.0,,2019.0,Finance,Business Services,https://www.nasdaq.com/symbol/actt,
ACTTU,Act II Global Acquisition Corp.,10.12,0.0,,2019.0,Finance,Business Services,https://www.nasdaq.com/symbol/acttu,
ACTTW,Act II Global Acquisition Corp.,0.67,14572500.0,,2019.0,Finance,Business Services,https://www.nasdaq.com/symbol/acttw,
ATVI,"Activision Blizzard, Inc",46.47,35596332231.93,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/atvi,
ADMS,"Adamas Pharmaceuticals, Inc.",5.82,160243288.02,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/adms,
ADMP,Adamis Pharmaceuticals Corporation,1.29,61453160.61,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/admp,
ADAP,Adaptimmune Therapeutics plc,3.52,287735032.64,81742907.0,2015.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/adap,
ADPT,Adaptive Biotechnologies Corporation,37.51,4622140867.3,,2019.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/adpt,
ADUS,Addus HomeCare Corporation,77.69,1024156038.62,,2009.0,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/adus,
AEY,"ADDvantage Technologies Group, Inc.",1.69,17510583.48,,,Consumer Services,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/aey,
IOTS,Adesto Technologies Corporation,8.3,246676298.8,,2015.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/iots,
ADIL,"Adial Pharmaceuticals, Inc",1.8,18395348.4,,2018.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/adil,
ADILW,"Adial Pharmaceuticals, Inc",0.2,0.0,,2018.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/adilw,
ADMA,ADMA Biologics Inc,3.77,223628128.62,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/adma,
ADBE,Adobe Inc.,302.92,147049109785.04,,1986.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/adbe,
ADOM,"ADOMANI, Inc.",0.28,20400929.64,,2017.0,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/adom,
ADTN,"ADTRAN, Inc.",15.22,727655293.44,,1994.0,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/adtn,
ADRO,"Aduro Biotech, Inc.",1.49,119263663.23,,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/adro,
ADES,"Advanced Emissions Solutions, Inc.",13.13,244865269.61,,,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/ades,
AEIS,"Advanced Energy Industries, Inc.",51.79,1980231149.78,,1995.0,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/aeis,
AMD,"Advanced Micro Devices, Inc.",32.04,34654487164.92,,,Technology,Semiconductors,https://www.nasdaq.com/symbol/amd,
ADXS,"Advaxis, Inc.",1.62,12993720.3,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/adxs,
ADVM,"Adverum Biotechnologies, Inc.",14.9,950333398.5,,2014.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/advm,
DWMC,AdvisorShares Dorsey Wright Micro-Cap ETF,23.3,2330000.0,,,,,https://www.nasdaq.com/symbol/dwmc,
DWSH,AdvisorShares Dorsey Wright Short ETF,25.28,24648000.0,,,,,https://www.nasdaq.com/symbol/dwsh,
BKCH,AdvisorShares Sabretooth ETF,27.6889,2768890.0,,,,,https://www.nasdaq.com/symbol/bkch,
ACT,AdvisorShares Vice ETF,25.6,14080000.0,,,,,https://www.nasdaq.com/symbol/act,
AEGN,Aegion Corp,18.13,568240068.9,,,Basic Industries,Water Supply,https://www.nasdaq.com/symbol/aegn,
AGLE,"Aeglea BioTherapeutics, Inc.",6.48,186937003.44,,2016.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/agle,
AEHR,Aehr Test Systems,1.53,34519927.32,,1997.0,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/aehr,
AMTX,"Aemetis, Inc",0.8702,17730705.2774,,,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/amtx,
AERI,"Aerie Pharmaceuticals, Inc.",25.5,1170904767.0,,2013.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/aeri,
AVAV,"AeroVironment, Inc.",57.69,1381246171.02,,2007.0,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/avav,
ARPO,"Aerpio Pharmaceuticals, Inc.",0.8628,35019329.8512,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arpo,
AEZS,AEterna Zentaris Inc.,2.7,44390052.0,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aezs,
AEMD,"Aethlon Medical, Inc.",0.3738,7140914.466,,,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/aemd,
GNMX,"Aevi Genomic Medicine, Inc.",0.2,12953376.4,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/gnmx,
AFMD,Affimed N.V.,2.84,177301501.04,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/afmd,
AGBAU,AGBA Acquisition Limited,10.03,59929250.0,,2019.0,Finance,Business Services,https://www.nasdaq.com/symbol/agbau,
AGEN,Agenus Inc.,2.65,355785194.6,,2000.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/agen,
AGRX,"Agile Therapeutics, Inc.",1.56,68239346.76,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/agrx,
AGYS,"Agilysys, Inc.",22.46,527698328.88,,,Technology,EDP Services,https://www.nasdaq.com/symbol/agys,
AGIO,"Agios Pharmaceuticals, Inc.",43.87,2575666178.71,,2013.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/agio,
AGMH,AGM Group Holdings Inc.,17.91,594899545.05,,2018.0,Technology,EDP Services,https://www.nasdaq.com/symbol/agmh,
AGNC,AGNC Investment Corp.,17.02,9129739116.08,,2008.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/agnc,
AGNCB,AGNC Investment Corp.,25.46,8820619113.18,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/agncb,
AGNCM,AGNC Investment Corp.,25.4,0.0,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/agncm,
AGNCN,AGNC Investment Corp.,25.99,337870.0,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/agncn,
AGFS,"AgroFresh Solutions, Inc.",1.83,94159416.39,,2014.0,Finance,Business Services,https://www.nasdaq.com/symbol/agfs,
AGFSW,"AgroFresh Solutions, Inc.",0.0195,0.0,,2014.0,Finance,Business Services,https://www.nasdaq.com/symbol/agfsw,
ALRN,"Aileron Therapeutics, Inc.",0.7,18699531.9,,2017.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alrn,
AIMT,"Aimmune Therapeutics, Inc.",20.9,1306091891.5,,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aimt,
AIRT,"Air T, Inc.",18.2,55217981.0,,,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/airt,
AIRTP,"Air T, Inc.",2.42,0.0,,,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/airtp,
AIRTW,"Air T, Inc.",0.0946,0.0,,,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/airtw,
ATSG,"Air Transport Services Group, Inc",23.43,1390499343.09,,,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/atsg,
AIRG,"Airgain, Inc.",14.2,142873612.4,,2016.0,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/airg,
ANTE,AirNet Technology Inc.,1.57,14185813.5,9035550.0,,Technology,Advertising,https://www.nasdaq.com/symbol/ante,
AKAM,"Akamai Technologies, Inc.",81.19,13323027229.81,,1999.0,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/akam,
AKTX,Akari Therapeutics Plc,1.98,31203053.64,15759118.0,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aktx,
AKCA,"Akcea Therapeutics, Inc.",22.6,2096610972.2,,2017.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/akca,
AKBA,"Akebia Therapeutics, Inc.",4.11,484415253.12,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/akba,
KERN,Akerna Corp.,15.105,112249031.25,,2018.0,Technology,EDP Services,https://www.nasdaq.com/symbol/kern,
KERNW,Akerna Corp.,1.96,0.0,,2018.0,Technology,EDP Services,https://www.nasdaq.com/symbol/kernw,
AKRO,"Akero Therapeutics, Inc.",17.85,482755427.7,,2019.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/akro,
AKER,Akers Biosciences Inc.,0.4511,5637716.0788,,2014.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/aker,
AKRX,"Akorn, Inc.",4.97,625475881.66,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/akrx,
AKTS,"Akoustis Technologies, Inc.",5.67,170421069.42,,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/akts,
ALRM,"Alarm.com Holdings, Inc.",50.79,2454824384.91,,2015.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/alrm,
ALSK,"Alaska Communications Systems Group, Inc.",1.73,93047385.68,,1999.0,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/alsk,
ALAC,Alberton Acquisition Corporation,10.1,148366475.0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/alac,
ALACR,Alberton Acquisition Corporation,0.25,0.0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/alacr,
ALACU,Alberton Acquisition Corporation,10.46,0.0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/alacu,
ALACW,Alberton Acquisition Corporation,0.13,0.0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/alacw,
ALBO,"Albireo Pharma, Inc.",31.6,380442038.0,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/albo,
ABDC,Alcentra Capital Corp.,8.37,107768487.42,,,,,https://www.nasdaq.com/symbol/abdc,
ALDR,"Alder BioPharmaceuticals, Inc.",11.34,946933318.8,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aldr,
ALDX,"Aldeyra Therapeutics, Inc.",5.94,163293872.94,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aldx,
ALEC,"Alector, Inc.",19.03,1310630201.76,,2019.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/alec,
ALXN,"Alexion Pharmaceuticals, Inc.",125.3,28096922914.2,,1996.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alxn,
ALCO,"Alico, Inc.",30.35,226715440.85,,,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/alco,
ALIT,Alight Inc.,,0.0,,,,,https://www.nasdaq.com/symbol/alit,
ALGN,"Align Technology, Inc.",272.24,21780531798.08,,2001.0,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/algn,
ALIM,"Alimera Sciences, Inc.",0.8859999999999999,62906438.57,,2010.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alim,
ALYA,Alithya Group inc.,2.72,131922456.16,,,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/alya,
ALJJ,"ALJ Regional Holdings, Inc.",1.58,60081767.3,,,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/aljj,
ALKS,Alkermes plc,22.38,3511522463.82,,1991.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alks,
ALLK,Allakos Inc.,40.6,1750825183.8,,2018.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/allk,
ABTX,"Allegiance Bancshares, Inc.",33.21,708751015.74,,2015.0,Finance,Major Banks,https://www.nasdaq.com/symbol/abtx,
ALGT,Allegiant Travel Company,146.3,2382782686.9,,2006.0,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/algt,
ALGR,Allegro Merger Corp.,10.05,191553000.0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/algr,
ALGRR,Allegro Merger Corp.,0.22,0.0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/algrr,
ALGRU,Allegro Merger Corp.,10.55,0.0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/algru,
ALGRW,Allegro Merger Corp.,0.29,0.0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/algrw,
ALNA,"Allena Pharmaceuticals, Inc.",4.87,101374231.68,,2017.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/alna,
ARLP,"Alliance Resource Partners, L.P.",18.0,2311041438.0,,1999.0,Energy,Coal Mining,https://www.nasdaq.com/symbol/arlp,
LNT,Alliant Energy Corporation,49.93,11853102841.37,,,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/lnt,
AHPI,"Allied Healthcare Products, Inc.",1.72,6903283.64,,1992.0,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/ahpi,
AMOT,"Allied Motion Technologies, Inc.",37.29,358248050.49,,,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/amot,
ALLO,"Allogene Therapeutics, Inc.",26.65,3239022878.0,,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/allo,
ALLT,Allot Ltd.,7.78,264807019.76,,2006.0,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/allt,
MDRX,"Allscripts Healthcare Solutions, Inc.",11.65,1939004156.25,,,Technology,EDP Services,https://www.nasdaq.com/symbol/mdrx,
ALNY,"Alnylam Pharmaceuticals, Inc.",70.9,7553457560.2,,2004.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alny,
AOSL,Alpha and Omega Semiconductor Limited,8.69,211095846.28,,2010.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/aosl,
GOOG,Alphabet Inc.,1116.35,775019082875.25,,2004.0,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/goog,
GOOGL,Alphabet Inc.,1116.79,775324550153.85,,,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/googl,
SMCP,AlphaMark Actively Managed Small Cap ETF,23.71,22524523.71,,,,,https://www.nasdaq.com/symbol/smcp,
ATEC,"Alphatec Holdings, Inc.",4.41,206641222.2,,2006.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atec,
ALPN,"Alpine Immune Sciences, Inc.",4.265,79205967.545,,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alpn,
AMR,"Alta Mesa Resources, Inc.",0.1925,73319221.1675,,2017.0,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/amr,
AMRWW,"Alta Mesa Resources, Inc.",0.008,0.0,,2017.0,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/amrww,
AABA,Altaba Inc.,69.25,35976162095.5,,,Technology,EDP Services,https://www.nasdaq.com/symbol/aaba,
ALTR,Altair Engineering Inc.,41.59,2961778947.52,,2017.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/altr,
ATHE,Alterity Therapeutics Limited,1.15,7869643.2,6843168.0,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/athe,
ALT,"Altimmune, Inc.",2.5,33626700.0,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alt,
ASPS,Altisource Portfolio Solutions S.A.,20.85,339410811.6,,,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/asps,
AIMC,Altra Industrial Motion Corp.,34.64,2234094052.48,,2006.0,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/aimc,
ALTM,Altus Midstream Company,3.58,1163246911.9,,2017.0,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/altm,
AMAG,"AMAG Pharmaceuticals, Inc.",9.75,329227655.25,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/amag,
AMAL,Amalgamated Bank,17.56,557909032.6,,2018.0,Consumer Non-Durables,Textiles,https://www.nasdaq.com/symbol/amal,
AMRN,Amarin Corporation plc,23.16,7586514715.2,327569720.0,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/amrn,
AMRK,"A-Mark Precious Metals, Inc.",12.5,87893125.0,,,Basic Industries,Other Specialty Stores,https://www.nasdaq.com/symbol/amrk,
AMZN,"Amazon.com, Inc.",1952.32,961189172920.32,,1997.0,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/amzn,
AMBC,"Ambac Financial Group, Inc.",17.52,797519878.32,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/ambc,
AMBCW,"Ambac Financial Group, Inc.",7.81,0.0,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/ambcw,
AMBA,"Ambarella, Inc.",44.88,1469351452.8,,2012.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/amba,
AMCX,AMC Networks Inc.,55.88,3174591527.36,,,Consumer Services,Television Services,https://www.nasdaq.com/symbol/amcx,
AMCI,AMCI Acquisition Corp.,9.98,275099658.08,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/amci,
AMCIU,AMCI Acquisition Corp.,10.17,0.0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/amciu,
AMCIW,AMCI Acquisition Corp.,0.34,0.0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/amciw,
DOX,Amdocs Limited,62.59,8583029290.0,,,Technology,EDP Services,https://www.nasdaq.com/symbol/dox,
AMED,Amedisys Inc,122.71,3932223298.08,,,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/amed,
AMTB,Amerant Bancorp Inc.,18.95,818727018.4,,,Finance,Major Banks,https://www.nasdaq.com/symbol/amtb,
AMTBB,Amerant Bancorp Inc.,15.2754,659967424.6368,,,Finance,Major Banks,https://www.nasdaq.com/symbol/amtbb,
UHAL,Amerco,377.07,7393508621.16,,,Consumer Services,Rental/Leasing Companies,https://www.nasdaq.com/symbol/uhal,
AMRH,"Ameri Holdings, Inc.",0.353,17762143.864,,,Technology,Semiconductors,https://www.nasdaq.com/symbol/amrh,
AMRHW,"Ameri Holdings, Inc.",0.0896,0.0,,,Technology,Semiconductors,https://www.nasdaq.com/symbol/amrhw,
ATAX,"America First Multifamily Investors, L.P.",7.02,424191762.54,,,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/atax,
AMOV,"America Movil, S.A.B. de C.V.",14.97,49414358958.54,,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/amov,
AAL,"American Airlines Group, Inc.",32.79,14586143420.85,,,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/aal,
AETI,"American Electric Technologies, Inc.",0.78,7325224.92,,,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/aeti,
AFIN,"American Finance Trust, Inc.",11.36,1206557312.16,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/afin,
AFINP,"American Finance Trust, Inc.",25.21,30252000.0,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/afinp,
AMNB,"American National Bankshares, Inc.",37.67,420702176.32,,,Finance,Major Banks,https://www.nasdaq.com/symbol/amnb,
ANAT,American National Insurance Company,121.03,3254157816.0,,,Finance,Life Insurance,https://www.nasdaq.com/symbol/anat,
AOBC,American Outdoor Brands Corporation,9.01,493765506.43,,,Capital Goods,Ordnance And Accessories,https://www.nasdaq.com/symbol/aobc,
APEI,"American Public Education, Inc.",29.88,495594460.8,,2007.0,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/apei,
AREC,American Resources Corporation,3.2,74611830.4,,,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/arec,
AMRB,American River Bankshares,12.2,71829378.8,,,Finance,Major Banks,https://www.nasdaq.com/symbol/amrb,
AMSWA,"American Software, Inc.",13.09,407423919.98,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/amswa,
AMSC,American Superconductor Corporation,9.96,215269145.28,,1991.0,Consumer Durables,Metal Fabrications,https://www.nasdaq.com/symbol/amsc,
AMWD,American Woodmark Corporation,82.47,1391264694.03,,1986.0,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/amwd,
CRMT,"America&#39;s Car-Mart, Inc.",85.91,575186436.11,,,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/crmt,
